c_raw,change_mean,before_znorm,after_mean,page_qnum,topic,n_bin,e_bin,change_raw,n_znorm,a_raw,ffvalue,o_znorm,before_bin,c_znorm,WorkerId,before_mean,c_bin,o_bin,entrenched,before_raw,n_raw,e_raw,a_bin,e_znorm,change_bin,change_znorm,o_raw,a_znorm
6.5,0.101,0.835536574,3.614,3_1,deathpenalty,middle,high,0.15,0.385488319,5,3.5,-0.659108867,middle,0.713150239,148,3.715,middle,middle,TRUE,4.83,5.5,6,middle,1.135015005,middle,0.246175215,5,-0.286657564
6.5,0.101,0.610728527,3.614,3_1,deathpenalty,middle,middle,0.01,0.754688399,6.5,3.5,0.778946843,middle,0.713150239,508,3.715,middle,middle,TRUE,4.53,6,4,middle,-0.34213371,middle,-0.457182541,6.5,0.906773927
4,0.101,0.003746801,3.614,3_1,deathpenalty,middle,middle,0.11,-0.352911841,4,3.5,-1.13846077,middle,-1.432611542,258,3.715,low,low,FALSE,3.72,4.5,4.5,low,0.027153469,middle,0.045215856,4.5,-1.082278558
4.5,0.101,0.243542051,3.614,3_1,deathpenalty,high,middle,0.44,1.123888479,6,3.5,1.258298746,middle,-1.003459186,424,3.715,low,high,FALSE,4.04,6.5,4,middle,-0.34213371,high,1.703130567,7,0.50896343
3.5,0.101,-1.757249565,3.614,3_1,deathpenalty,middle,middle,0.11,-0.352911841,4,3.5,-1.13846077,low,-1.861763899,692,3.715,low,low,TRUE,1.37,4.5,3.5,low,-0.711420888,middle,0.045215856,4.5,-1.082278558
5.5,0.101,-0.198580441,3.614,3_1,deathpenalty,low,low,0.1,-2.568112322,2,3.5,-0.659108867,middle,-0.145154473,499,3.715,middle,middle,FALSE,3.45,1.5,3,low,-1.080708067,middle,-0.005023984,5,-2.673520545
6,0.101,-0.783081363,3.614,3_1,deathpenalty,middle,middle,0.09,-0.352911841,5,3.5,0.299594939,middle,0.283997883,85,3.715,middle,middle,FALSE,2.67,4.5,5.5,middle,0.765727826,middle,-0.055263824,6,-0.286657564
6,0.101,-0.28850366,3.614,3_1,deathpenalty,middle,middle,0.13,-0.722111921,5.5,3.5,0.778946843,middle,0.283997883,59,3.715,middle,middle,FALSE,3.33,4,3.5,middle,-0.711420888,middle,0.145695535,6.5,0.111152933
5.5,0.101,0.9629278,3.614,3_1,deathpenalty,middle,middle,0.7,0.016288239,6.5,3.5,-1.13846077,middle,-0.145154473,321,3.715,middle,low,TRUE,5,5,4,middle,-0.34213371,high,3.009366399,4.5,0.906773927
4.5,0.101,-0.078682816,3.614,3_1,deathpenalty,middle,middle,-0.18,-0.352911841,4.5,3.5,-1.13846077,middle,-1.003459186,68,3.715,low,low,FALSE,3.61,4.5,3.5,middle,-0.711420888,low,-1.411739496,4.5,-0.684468061
4,0.101,0.753106956,3.614,3_1,deathpenalty,middle,middle,0.05,-0.352911841,5.5,3.5,-0.179756964,middle,-1.432611542,428,3.715,low,middle,TRUE,4.72,4.5,4.5,middle,0.027153469,middle,-0.256223183,5.5,0.111152933
6.5,0.101,-1.075331823,3.614,3_1,deathpenalty,low,middle,0.18,-1.091312001,3,3.5,0.778946843,low,0.713150239,393,3.715,middle,middle,FALSE,2.28,3.5,4,low,-0.34213371,middle,0.396894734,6.5,-1.877899551
6,0.101,0.453362894,3.614,3_1,deathpenalty,middle,middle,0.32,0.385488319,6,3.5,-0.179756964,middle,0.283997883,253,3.715,middle,middle,FALSE,4.32,5.5,4,middle,-0.34213371,high,1.10025249,5.5,0.50896343
6.5,0.101,0.9629278,3.614,3_1,deathpenalty,middle,middle,0,0.016288239,7,3.5,0.778946843,middle,0.713150239,261,3.715,middle,middle,TRUE,5,5,5.5,high,0.765727826,middle,-0.507422381,6.5,1.304584424
6.5,0.101,0.9629278,3.614,3_1,deathpenalty,middle,middle,0.06,-0.352911841,6.5,3.5,1.258298746,middle,0.713150239,550,3.715,middle,high,TRUE,5,4.5,5,middle,0.396440648,middle,-0.205983343,7,0.906773927
6,0.101,-2.034512823,3.614,3_1,deathpenalty,high,high,0,1.493088559,3.5,3.5,1.258298746,low,0.283997883,591,3.715,middle,high,TRUE,1,7,6.5,low,1.504302184,middle,-0.507422381,7,-1.480089055
6,0.101,-2.034512823,3.614,3_1,deathpenalty,high,middle,-0.01,1.123888479,5,3.5,-0.179756964,low,0.283997883,304,3.715,middle,middle,TRUE,1,6.5,5,middle,0.396440648,middle,-0.557662221,5.5,-0.286657564
7,0.101,0.753106956,3.614,3_1,deathpenalty,middle,middle,-0.24,0.385488319,6.5,3.5,0.299594939,middle,1.142302595,284,3.715,high,middle,TRUE,4.72,5.5,4,middle,-0.34213371,low,-1.713178535,6,0.906773927
6.5,0.101,0.745613355,3.614,3_1,deathpenalty,middle,middle,0,0.016288239,4,3.5,0.299594939,middle,0.713150239,414,3.715,middle,middle,TRUE,4.71,5,5.5,low,0.765727826,middle,-0.507422381,6,-1.082278558
7,0.101,0.9629278,3.614,3_1,deathpenalty,middle,high,0,0.754688399,5.5,3.5,0.778946843,middle,1.142302595,555,3.715,high,middle,TRUE,5,6,7,middle,1.873589362,middle,-0.507422381,6.5,0.111152933
6.5,-0.402,1.054557805,3.54,3_2,gaymarriage,middle,high,-0.11,0.385488319,5,-3,-0.659108867,high,0.713150239,148,3.138,middle,middle,TRUE,4.74,5.5,6,middle,1.135015005,middle,0.242022067,5,-0.286657564
6.5,-0.402,-1.229659163,3.54,3_2,gaymarriage,middle,middle,0.1,0.754688399,6.5,-3,0.778946843,low,0.713150239,508,3.138,middle,middle,TRUE,1.27,6,4,middle,-0.34213371,middle,0.416079033,6.5,0.906773927
4,-0.402,0.475275115,3.54,3_2,gaymarriage,middle,middle,0.22,-0.352911841,4,-3,-1.13846077,middle,-1.432611542,258,3.138,low,low,FALSE,3.86,4.5,4.5,low,0.027153469,middle,0.515540156,4.5,-1.082278558
4.5,-0.402,1.186212961,3.54,3_2,gaymarriage,high,middle,0.74,1.123888479,6,-3,1.258298746,high,-1.003459186,424,3.138,low,high,TRUE,4.94,6.5,4,middle,-0.34213371,middle,0.946538358,7,0.50896343
3.5,-0.402,1.041392289,3.54,3_2,gaymarriage,middle,middle,0.09,-0.352911841,4,-3,-1.13846077,high,-1.861763899,692,3.138,low,low,TRUE,4.72,4.5,3.5,low,-0.711420888,middle,0.407790606,4.5,-1.082278558
5.5,-0.402,1.225709508,3.54,3_2,gaymarriage,low,low,0,-2.568112322,2,-3,-0.659108867,high,-0.145154473,499,3.138,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,0.333194764,5,-2.673520545
6,-0.402,0.91631989,3.54,3_2,gaymarriage,middle,middle,0.35,-0.352911841,5,-3,0.299594939,middle,0.283997883,85,3.138,middle,middle,TRUE,4.53,4.5,5.5,middle,0.765727826,middle,0.623289707,6,-0.286657564
6,-0.402,0.205382044,3.54,3_2,gaymarriage,middle,middle,0,-0.722111921,5.5,-3,0.778946843,middle,0.283997883,59,3.138,middle,middle,FALSE,3.45,4,3.5,middle,-0.711420888,middle,0.333194764,6.5,0.111152933
5.5,-0.402,1.225709508,3.54,3_2,gaymarriage,middle,middle,0,0.016288239,6.5,-3,-1.13846077,high,-0.145154473,321,3.138,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,0.333194764,4.5,0.906773927
4.5,-0.402,0.185633771,3.54,3_2,gaymarriage,middle,middle,-0.22,-0.352911841,4.5,-3,-1.13846077,middle,-1.003459186,68,3.138,low,low,FALSE,3.42,4.5,3.5,middle,-0.711420888,middle,0.150849371,4.5,-0.684468061
4,-0.402,1.028226773,3.54,3_2,gaymarriage,middle,middle,0.05,-0.352911841,5.5,-3,-0.179756964,high,-1.432611542,428,3.138,low,middle,TRUE,4.7,4.5,4.5,middle,0.027153469,middle,0.374636898,5.5,0.111152933
6.5,-0.402,-0.373900645,3.54,3_2,gaymarriage,low,middle,0.16,-1.091312001,3,-3,0.778946843,middle,0.713150239,393,3.138,middle,middle,FALSE,2.57,3.5,4,low,-0.34213371,middle,0.465809595,6.5,-1.877899551
6,-0.402,0.211964802,3.54,3_2,gaymarriage,middle,middle,-0.15,0.385488319,6,-3,-0.179756964,middle,0.283997883,253,3.138,middle,middle,FALSE,3.46,5.5,4,middle,-0.34213371,middle,0.208868359,5.5,0.50896343
6.5,-0.402,-1.407393625,3.54,3_2,gaymarriage,middle,middle,0,0.016288239,7,-3,0.778946843,low,0.713150239,261,3.138,middle,middle,TRUE,1,5,5.5,high,0.765727826,middle,0.333194764,6.5,1.304584424
6.5,-0.402,-0.0842593,3.54,3_2,gaymarriage,middle,middle,0.03,-0.352911841,6.5,-3,1.258298746,middle,0.713150239,550,3.138,middle,high,FALSE,3.01,4.5,5,middle,0.396440648,middle,0.358060044,7,0.906773927
6,-0.402,-1.407393625,3.54,3_2,gaymarriage,high,high,-4,1.493088559,3.5,-3,1.258298746,low,0.283997883,591,3.138,middle,high,TRUE,1,7,6.5,low,1.504302184,low,-2.982176018,7,-1.480089055
6,-0.402,-1.394228109,3.54,3_2,gaymarriage,high,middle,0.02,1.123888479,5,-3,-0.179756964,low,0.283997883,304,3.138,middle,middle,TRUE,1.02,6.5,5,middle,0.396440648,middle,0.349771617,5.5,-0.286657564
7,-0.402,-1.249407437,3.54,3_2,gaymarriage,middle,middle,-3.48,0.385488319,6.5,-3,0.299594939,low,1.142302595,284,3.138,high,middle,TRUE,1.24,5.5,4,middle,-0.34213371,low,-2.551177816,6,0.906773927
6.5,-0.402,-0.202748941,3.54,3_2,gaymarriage,middle,middle,-1.84,0.016288239,4,-3,0.299594939,middle,0.713150239,414,3.138,middle,middle,FALSE,2.83,5,5.5,low,0.765727826,low,-1.191875796,6,-1.082278558
7,-0.402,-1.407393625,3.54,3_2,gaymarriage,middle,high,0,0.754688399,5.5,-3,0.778946843,low,1.142302595,555,3.138,high,middle,TRUE,1,6,7,middle,1.873589362,middle,0.333194764,6.5,0.111152933
6.5,0.3245,0.654407183,4.2685,3_3,climatechange,middle,high,3.75,0.385488319,5,3,-0.659108867,middle,0.713150239,148,4.593,middle,middle,TRUE,4.91,5.5,6,middle,1.135015005,high,3.889840025,5,-0.286657564
6.5,0.3245,0.179600709,4.2685,3_3,climatechange,middle,middle,0.02,0.754688399,6.5,3,0.778946843,middle,0.713150239,508,4.593,middle,middle,TRUE,4.68,6,4,middle,-0.34213371,middle,-0.345776175,6.5,0.906773927
4,0.3245,-2.235719177,4.2685,3_3,climatechange,middle,middle,-0.3,-0.352911841,4,3,-1.13846077,low,-1.432611542,258,4.593,low,low,FALSE,3.51,4.5,4.5,low,0.027153469,middle,-0.709153436,4.5,-1.082278558
4.5,0.3245,0.757625981,4.2685,3_3,climatechange,high,middle,0.9,1.123888479,6,3,1.258298746,middle,-1.003459186,424,4.593,low,high,TRUE,4.96,6.5,4,middle,-0.34213371,middle,0.653511293,7,0.50896343
3.5,0.3245,0.344750787,4.2685,3_3,climatechange,middle,middle,0.08,-0.352911841,4,3,-1.13846077,middle,-1.861763899,692,4.593,low,low,TRUE,4.76,4.5,3.5,low,-0.711420888,middle,-0.277642939,4.5,-1.082278558
5.5,0.3245,0.84020102,4.2685,3_3,climatechange,low,low,0,-2.568112322,2,3,-0.659108867,middle,-0.145154473,499,4.593,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,-0.368487254,5,-2.673520545
6,0.3245,-0.976449834,4.2685,3_3,climatechange,middle,middle,0.7,-0.352911841,5,3,0.299594939,middle,0.283997883,85,4.593,middle,middle,FALSE,4.12,4.5,5.5,middle,0.765727826,middle,0.426400505,6,-0.286657564
6,0.3245,-1.30674999,4.2685,3_3,climatechange,middle,middle,-0.11,-0.722111921,5.5,3,0.778946843,low,0.283997883,59,4.593,middle,middle,FALSE,3.96,4,3.5,middle,-0.711420888,middle,-0.493398187,6.5,0.111152933
5.5,0.3245,-0.088768167,4.2685,3_3,climatechange,middle,middle,0.48,0.016288239,6.5,3,-1.13846077,middle,-0.145154473,321,4.593,middle,low,TRUE,4.55,5,4,middle,-0.34213371,middle,0.176578638,4.5,0.906773927
4.5,0.3245,-2.338937975,4.2685,3_3,climatechange,middle,middle,0.07,-0.352911841,4.5,3,-1.13846077,low,-1.003459186,68,4.593,low,low,FALSE,3.46,4.5,3.5,middle,-0.711420888,middle,-0.288998478,4.5,-0.684468061
4,0.3245,0.241531989,4.2685,3_3,climatechange,middle,middle,-0.01,-0.352911841,5.5,3,-0.179756964,middle,-1.432611542,428,4.593,low,middle,TRUE,4.71,4.5,4.5,middle,0.027153469,middle,-0.379842793,5.5,0.111152933
6.5,0.3245,-1.100312393,4.2685,3_3,climatechange,low,middle,-0.27,-1.091312001,3,3,0.778946843,low,0.713150239,393,4.593,middle,middle,FALSE,4.06,3.5,4,low,-0.34213371,middle,-0.675086818,6.5,-1.877899551
6,0.3245,0.15895695,4.2685,3_3,climatechange,middle,middle,1.35,0.385488319,6,3,-0.179756964,middle,0.283997883,253,4.593,middle,middle,TRUE,4.67,5.5,4,middle,-0.34213371,high,1.164510567,5.5,0.50896343
6.5,0.3245,0.84020102,4.2685,3_3,climatechange,middle,middle,0,0.016288239,7,3,0.778946843,middle,0.713150239,261,4.593,middle,middle,TRUE,5,5,5.5,high,0.765727826,middle,-0.368487254,6.5,1.304584424
6.5,0.3245,0.84020102,4.2685,3_3,climatechange,middle,middle,0,-0.352911841,6.5,3,1.258298746,middle,0.713150239,550,4.593,middle,high,TRUE,5,4.5,5,middle,0.396440648,middle,-0.368487254,7,0.906773927
6,0.3245,0.654407183,4.2685,3_3,climatechange,high,high,-0.09,1.493088559,3.5,3,1.258298746,middle,0.283997883,591,4.593,middle,high,TRUE,4.91,7,6.5,low,1.504302184,middle,-0.470687109,7,-1.480089055
6,0.3245,0.84020102,4.2685,3_3,climatechange,high,middle,0.02,1.123888479,5,3,-0.179756964,middle,0.283997883,304,4.593,middle,middle,TRUE,5,6.5,5,middle,0.396440648,middle,-0.345776175,5.5,-0.286657564
7,0.3245,0.695694702,4.2685,3_3,climatechange,middle,middle,-0.07,0.385488319,6.5,3,0.299594939,middle,1.142302595,284,4.593,high,middle,TRUE,4.93,5.5,4,middle,-0.34213371,middle,-0.44797603,6,0.906773927
6.5,0.3245,0.200244469,4.2685,3_3,climatechange,middle,middle,-0.01,0.016288239,4,3,0.299594939,middle,0.713150239,414,4.593,middle,middle,TRUE,4.69,5,5.5,low,0.765727826,middle,-0.379842793,6,-1.082278558
7,0.3245,0.798913501,4.2685,3_3,climatechange,middle,high,-0.02,0.754688399,5.5,3,0.778946843,middle,1.142302595,555,4.593,high,middle,TRUE,4.98,6,7,middle,1.873589362,middle,-0.391198333,6.5,0.111152933
6.5,0.364,0.839641674,3.199,3_4,abortion,middle,high,0.07,0.385488319,5,-4,-0.659108867,middle,0.713150239,148,3.563,middle,middle,TRUE,4.78,5.5,6,middle,1.135015005,middle,-0.310709686,5,-0.286657564
6.5,0.364,0.667159818,3.199,3_4,abortion,middle,middle,-0.04,0.754688399,6.5,-4,0.778946843,middle,0.713150239,508,3.563,middle,middle,TRUE,4.53,6,4,middle,-0.34213371,middle,-0.426961609,6.5,0.906773927
4,0.364,0.108318605,3.199,3_4,abortion,middle,middle,-0.02,-0.352911841,4,-4,-1.13846077,middle,-1.432611542,258,3.563,low,low,FALSE,3.72,4.5,4.5,low,0.027153469,middle,-0.405824896,4.5,-1.082278558
4.5,0.364,0.970727885,3.199,3_4,abortion,high,middle,0.17,1.123888479,6,-4,1.258298746,middle,-1.003459186,424,3.563,low,high,TRUE,4.97,6.5,4,middle,-0.34213371,middle,-0.205026119,7,0.50896343
3.5,0.364,0.736152561,3.199,3_4,abortion,middle,middle,0,-0.352911841,4,-4,-1.13846077,middle,-1.861763899,692,3.563,low,low,TRUE,4.63,4.5,3.5,low,-0.711420888,middle,-0.384688183,4.5,-1.082278558
5.5,0.364,-0.326335671,3.199,3_4,abortion,low,low,0,-2.568112322,2,-4,-0.659108867,middle,-0.145154473,499,3.563,middle,middle,FALSE,3.09,1.5,3,low,-1.080708067,middle,-0.384688183,5,-2.673520545
6,0.364,0.660260544,3.199,3_4,abortion,middle,middle,0.49,-0.352911841,5,-4,0.299594939,middle,0.283997883,85,3.563,middle,middle,TRUE,4.52,4.5,5.5,middle,0.765727826,middle,0.133161294,6,-0.286657564
6,0.364,-0.526414624,3.199,3_4,abortion,middle,middle,0.03,-0.722111921,5.5,-4,0.778946843,middle,0.283997883,59,3.563,middle,middle,FALSE,2.8,4,3.5,middle,-0.711420888,middle,-0.352983113,6.5,0.111152933
5.5,0.364,0.991425707,3.199,3_4,abortion,middle,middle,0,0.016288239,6.5,-4,-1.13846077,middle,-0.145154473,321,3.563,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,-0.384688183,4.5,0.906773927
4.5,0.364,-0.146954541,3.199,3_4,abortion,middle,middle,-0.16,-0.352911841,4.5,-4,-1.13846077,middle,-1.003459186,68,3.563,low,low,FALSE,3.35,4.5,3.5,middle,-0.711420888,middle,-0.553781889,4.5,-0.684468061
4,0.364,0.791346755,3.199,3_4,abortion,middle,middle,0.01,-0.352911841,5.5,-4,-0.179756964,middle,-1.432611542,428,3.563,low,middle,TRUE,4.71,4.5,4.5,middle,0.027153469,middle,-0.374119826,5.5,0.111152933
6.5,0.364,-0.767889222,3.199,3_4,abortion,low,middle,0.36,-1.091312001,3,-4,0.778946843,middle,0.713150239,393,3.563,middle,middle,FALSE,2.45,3.5,4,low,-0.34213371,middle,-0.004227343,6.5,-1.877899551
6,0.364,-1.754485438,3.199,3_4,abortion,middle,middle,-0.01,0.385488319,6,-4,-0.179756964,low,0.283997883,253,3.563,middle,middle,TRUE,1.02,5.5,4,middle,-0.34213371,middle,-0.395256539,5.5,0.50896343
6.5,0.364,-0.126256718,3.199,3_4,abortion,middle,middle,0.03,0.016288239,7,-4,0.778946843,middle,0.713150239,261,3.563,middle,middle,FALSE,3.38,5,5.5,high,0.765727826,middle,-0.352983113,6.5,1.304584424
6.5,0.364,0.956929336,3.199,3_4,abortion,middle,middle,2.02,-0.352911841,6.5,-4,1.258298746,middle,0.713150239,550,3.563,middle,high,TRUE,4.95,4.5,5,middle,0.396440648,high,1.750119863,7,0.906773927
6,0.364,0.984526433,3.199,3_4,abortion,high,high,3.99,1.493088559,3.5,-4,1.258298746,middle,0.283997883,591,3.563,middle,high,TRUE,4.99,7,6.5,low,1.504302184,high,3.832086126,7,-1.480089055
6,0.364,0.956929336,3.199,3_4,abortion,high,middle,0.01,1.123888479,5,-4,-0.179756964,middle,0.283997883,304,3.563,middle,middle,TRUE,4.95,6.5,5,middle,0.396440648,middle,-0.374119826,5.5,-0.286657564
7,0.364,-1.519910114,3.199,3_4,abortion,middle,middle,0.35,0.385488319,6.5,-4,0.299594939,low,1.142302595,284,3.563,high,middle,TRUE,1.36,5.5,4,middle,-0.34213371,middle,-0.014795699,6,0.906773927
6.5,0.364,-1.726888341,3.199,3_4,abortion,middle,middle,-0.02,0.016288239,4,-4,0.299594939,low,0.713150239,414,3.563,middle,middle,TRUE,1.06,5,5.5,low,0.765727826,middle,-0.405824896,6,-1.082278558
7,0.364,-1.768283986,3.199,3_4,abortion,middle,high,0,0.754688399,5.5,-4,0.778946843,low,1.142302595,555,3.563,high,middle,TRUE,1,6,7,middle,1.873589362,middle,-0.384688183,6.5,0.111152933
