c_raw,change_mean,before_znorm,after_mean,page_qnum,topic,n_bin,e_bin,change_raw,n_znorm,a_raw,ffvalue,o_znorm,before_bin,c_znorm,WorkerId,before_mean,c_bin,o_bin,entrenched,before_raw,n_raw,e_raw,a_bin,e_znorm,change_bin,change_znorm,o_raw,a_znorm
7,0.1525,0.408238172,4.3115,13_3,climatechange,middle,middle,3.22,0.385488319,6.5,2.6,0.299594939,middle,1.142302595,284,4.464,high,middle,TRUE,4.71,5.5,4,middle,-0.34213371,high,4.023876602,6,0.906773927
5,0.1525,-1.018935924,4.3115,13_3,climatechange,middle,middle,0.05,-0.352911841,4.5,2.6,-1.617812673,low,-0.57430683,203,4.464,middle,low,FALSE,3.85,4.5,5,middle,0.396440648,middle,-0.134457164,4,-0.684468061
7,0.1525,0.889494553,4.3115,13_3,climatechange,middle,high,0,0.754688399,5.5,2.6,0.778946843,middle,1.142302595,555,4.464,high,middle,TRUE,5,6,7,middle,1.873589362,middle,-0.200046025,6.5,0.111152933
6.5,0.1095,0.711322414,3.6015,13_4,abortion,middle,high,0.05,0.385488319,5,-4.4,-0.659108867,middle,0.713150239,148,3.711,middle,middle,TRUE,4.72,5.5,6,middle,1.135015005,middle,-0.252826077,5,-0.286657564
6.5,0.1095,0.612625548,3.6015,13_4,abortion,middle,middle,0.08,0.754688399,6.5,-4.4,0.778946843,middle,0.713150239,508,3.711,middle,middle,TRUE,4.58,6,4,middle,-0.34213371,middle,-0.125350744,6.5,0.906773927
4,0.1095,-0.007754754,3.6015,13_4,abortion,middle,middle,0.05,-0.352911841,4,-4.4,-1.13846077,middle,-1.432611542,258,3.711,low,low,FALSE,3.7,4.5,4.5,low,0.027153469,middle,-0.252826077,4.5,-1.082278558
4.5,0.1095,0.873467265,3.6015,13_4,abortion,high,middle,0.81,1.123888479,6,-4.4,1.258298746,middle,-1.003459186,424,3.711,low,high,TRUE,4.95,6.5,4,middle,-0.34213371,high,2.976549024,7,0.50896343
3.5,0.1095,0.6267251,3.6015,13_4,abortion,middle,middle,0.14,-0.352911841,4,-4.4,-1.13846077,middle,-1.861763899,692,3.711,low,low,TRUE,4.6,4.5,3.5,low,-0.711420888,middle,0.129599922,4.5,-1.082278558
6.5,0.1095,-1.460008641,3.6015,13_4,abortion,middle,middle,0.45,0.016288239,7,-4.4,0.778946843,low,0.713150239,261,3.711,middle,middle,FALSE,1.64,5,5.5,high,0.765727826,high,1.446845029,6.5,1.304584424
6,0.1095,0.563277115,3.6015,13_4,abortion,middle,middle,0.64,-0.352911841,5,-4.4,0.299594939,middle,0.283997883,85,3.711,middle,middle,TRUE,4.51,4.5,5.5,middle,0.765727826,high,2.254188804,6,-0.286657564
6,0.1095,-0.585836398,3.6015,13_4,abortion,middle,middle,0.04,-0.722111921,5.5,-4.4,0.778946843,middle,0.283997883,59,3.711,middle,middle,FALSE,2.88,4,3.5,middle,-0.711420888,middle,-0.295317855,6.5,0.111152933
5.5,0.1095,0.908716146,3.6015,13_4,abortion,middle,middle,0,0.016288239,6.5,-4.4,-1.13846077,middle,-0.145154473,321,3.711,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,-0.465284965,4.5,0.906773927
4.5,0.1095,-0.162849829,3.6015,13_4,abortion,middle,middle,0.13,-0.352911841,4.5,-4.4,-1.13846077,middle,-1.003459186,68,3.711,low,low,FALSE,3.48,4.5,3.5,middle,-0.711420888,middle,0.087108144,4.5,-0.684468061
6,0.1095,0.908716146,3.6015,13_4,abortion,high,middle,0.01,1.123888479,5,-4.4,-0.179756964,middle,0.283997883,304,3.711,middle,middle,TRUE,5,6.5,5,middle,0.396440648,middle,-0.422793188,5.5,-0.286657564
5,0.1095,0.704272638,3.6015,13_4,abortion,middle,middle,-0.04,0.385488319,3,-4.4,-0.179756964,middle,-0.57430683,139,3.711,middle,middle,TRUE,4.71,5.5,4,low,-0.34213371,middle,-0.635252076,5.5,-1.877899551
7,0.1095,0.81001928,3.6015,13_4,abortion,middle,high,0,0.754688399,7,-4.4,0.778946843,middle,1.142302595,516,3.711,high,middle,TRUE,4.86,6,6,high,1.135015005,middle,-0.465284965,6.5,1.304584424
5.5,0.1095,-0.437791099,3.6015,13_4,abortion,low,low,-0.01,-2.568112322,2,-4.4,-0.659108867,middle,-0.145154473,499,3.711,middle,middle,FALSE,3.09,1.5,3,low,-1.080708067,middle,-0.507776743,5,-2.673520545
7,0.1095,0.838218385,3.6015,13_4,abortion,high,middle,0.06,1.123888479,6.5,-4.4,0.778946843,middle,1.142302595,252,3.711,high,middle,TRUE,4.9,6.5,5,middle,0.396440648,middle,-0.210334299,6.5,0.906773927
6,0.1095,-1.911194315,3.6015,13_4,abortion,high,high,-0.1,1.493088559,3.5,-4.4,1.258298746,low,0.283997883,591,3.711,middle,high,TRUE,1,7,6.5,low,1.504302184,middle,-0.890202742,7,-1.480089055
4,0.1095,0.683123309,3.6015,13_4,abortion,middle,middle,0,-0.352911841,5.5,-4.4,-0.179756964,middle,-1.432611542,428,3.711,low,middle,TRUE,4.68,4.5,4.5,middle,0.027153469,middle,-0.465284965,5.5,0.111152933
7,0.1095,-1.911194315,3.6015,13_4,abortion,middle,middle,0,0.385488319,6.5,-4.4,0.299594939,low,1.142302595,284,3.711,high,middle,TRUE,1,5.5,4,middle,-0.34213371,middle,-0.465284965,6,0.906773927
5,0.1095,0.147340322,3.6015,13_4,abortion,middle,middle,-0.12,-0.352911841,4.5,-4.4,-1.617812673,middle,-0.57430683,203,3.711,middle,low,FALSE,3.92,4.5,5,middle,0.396440648,middle,-0.975186297,4,-0.684468061
7,0.1095,-1.911194315,3.6015,13_4,abortion,middle,high,0,0.754688399,5.5,-4.4,0.778946843,low,1.142302595,555,3.711,high,middle,TRUE,1,6,7,middle,1.873589362,middle,-0.465284965,6.5,0.111152933
6.5,-0.2185,-1.770293565,3.875,13_5,evolution,middle,high,-0.01,0.385488319,5,4,-0.659108867,low,0.713150239,148,3.6565,middle,middle,TRUE,1.09,5.5,6,middle,1.135015005,middle,0.268476826,5,-0.286657564
6.5,-0.2185,0.623206794,3.875,13_5,evolution,middle,middle,-0.04,0.754688399,6.5,4,0.778946843,middle,0.713150239,508,3.6565,middle,middle,TRUE,4.56,6,4,middle,-0.34213371,middle,0.229847067,6.5,0.906773927
4,-0.2185,-0.183823587,3.875,13_5,evolution,middle,middle,0.05,-0.352911841,4,4,-1.13846077,middle,-1.432611542,258,3.6565,low,low,FALSE,3.39,4.5,4.5,low,0.027153469,middle,0.345736344,4.5,-1.082278558
4.5,-0.2185,0.823239965,3.875,13_5,evolution,high,middle,0.12,1.123888479,6,4,1.258298746,middle,-1.003459186,424,3.6565,low,high,TRUE,4.85,6.5,4,middle,-0.34213371,middle,0.435872449,7,0.50896343
3.5,-0.2185,0.574922925,3.875,13_5,evolution,middle,middle,0.03,-0.352911841,4,4,-1.13846077,middle,-1.861763899,692,3.6565,low,low,FALSE,4.49,4.5,3.5,low,-0.711420888,middle,0.319983171,4.5,-1.082278558
6.5,-0.2185,0.926705398,3.875,13_5,evolution,middle,middle,0,0.016288239,7,4,0.778946843,middle,0.713150239,261,3.6565,middle,middle,TRUE,5,5,5.5,high,0.765727826,middle,0.281353412,6.5,1.304584424
6,-0.2185,0.381787449,3.875,13_5,evolution,middle,middle,0.61,-0.352911841,5,4,0.299594939,middle,0.283997883,85,3.6565,middle,middle,FALSE,4.21,4.5,5.5,middle,0.765727826,high,1.066825181,6,-0.286657564
6,-0.2185,0.092084236,3.875,13_5,evolution,middle,middle,-0.23,-0.722111921,5.5,4,0.778946843,middle,0.283997883,59,3.6565,middle,middle,FALSE,3.79,4,3.5,middle,-0.711420888,middle,-0.014808074,6.5,0.111152933
5.5,-0.2185,0.926705398,3.875,13_5,evolution,middle,middle,0,0.016288239,6.5,4,-1.13846077,middle,-0.145154473,321,3.6565,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,0.281353412,4.5,0.906773927
4.5,-0.2185,-0.618378407,3.875,13_5,evolution,middle,middle,-0.62,-0.352911841,4.5,4,-1.13846077,middle,-1.003459186,68,3.6565,low,low,FALSE,2.76,4.5,3.5,middle,-0.711420888,middle,-0.516994943,4.5,-0.684468061
6,-0.2185,-1.832372825,3.875,13_5,evolution,high,middle,0,1.123888479,5,4,-0.179756964,low,0.283997883,304,3.6565,middle,middle,TRUE,1,6.5,5,middle,0.396440648,middle,0.281353412,5.5,-0.286657564
5,-0.2185,0.016209585,3.875,13_5,evolution,middle,middle,-0.02,0.385488319,3,4,-0.179756964,middle,-0.57430683,139,3.6565,middle,middle,FALSE,3.68,5.5,4,low,-0.34213371,middle,0.255600239,5.5,-1.877899551
7,-0.2185,0.926705398,3.875,13_5,evolution,middle,high,0.04,0.754688399,7,4,0.778946843,middle,1.142302595,516,3.6565,high,middle,TRUE,5,6,6,high,1.135015005,middle,0.332859758,6.5,1.304584424
5.5,-0.2185,0.926705398,3.875,13_5,evolution,low,low,0,-2.568112322,2,4,-0.659108867,middle,-0.145154473,499,3.6565,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,0.281353412,5,-2.673520545
7,-0.2185,0.002414193,3.875,13_5,evolution,high,middle,-0.69,1.123888479,6.5,4,0.778946843,middle,1.142302595,252,3.6565,high,middle,FALSE,3.66,6.5,5,middle,0.396440648,middle,-0.607131047,6.5,0.906773927
6,-0.2185,-1.832372825,3.875,13_5,evolution,high,high,-0.08,1.493088559,3.5,4,1.258298746,low,0.283997883,591,3.6565,middle,high,TRUE,1,7,6.5,low,1.504302184,middle,0.178340721,7,-1.480089055
4,-0.2185,0.692183749,3.875,13_5,evolution,middle,middle,-0.08,-0.352911841,5.5,4,-0.179756964,middle,-1.432611542,428,3.6565,low,middle,TRUE,4.66,4.5,4.5,middle,0.027153469,middle,0.178340721,5.5,0.111152933
7,-0.2185,-1.832372825,3.875,13_5,evolution,middle,middle,-3.42,0.385488319,6.5,4,0.299594939,low,1.142302595,284,3.6565,high,middle,TRUE,1,5.5,4,middle,-0.34213371,low,-4.122439126,6,0.906773927
5,-0.2185,0.230038147,3.875,13_5,evolution,middle,middle,-0.03,-0.352911841,4.5,4,-1.617812673,middle,-0.57430683,203,3.6565,middle,low,FALSE,3.99,4.5,5,middle,0.396440648,middle,0.242723653,4,-0.684468061
7,-0.2185,0.926705398,3.875,13_5,evolution,middle,high,0,0.754688399,5.5,4,0.778946843,middle,1.142302595,555,3.6565,high,middle,TRUE,5,6,7,middle,1.873589362,middle,0.281353412,6.5,0.111152933
6.5,0.273,-0.859316408,2.0175,14_1,guncontrol,middle,high,0.07,0.385488319,5,4.833333,-0.659108867,middle,0.713150239,148,2.2905,middle,middle,TRUE,1.07,5.5,6,middle,1.135015005,middle,-0.368021248,5,-0.286657564
6.5,0.273,1.604925648,2.0175,14_1,guncontrol,middle,middle,0.01,0.754688399,6.5,4.833333,0.778946843,high,0.713150239,508,2.2905,middle,middle,TRUE,4.57,6,4,middle,-0.34213371,middle,-0.476796001,6.5,0.906773927
4,0.273,-0.169328633,2.0175,14_1,guncontrol,middle,middle,0.94,-0.352911841,4,4.833333,-1.13846077,middle,-1.432611542,258,2.2905,low,low,FALSE,2.05,4.5,4.5,low,0.027153469,high,1.209212672,4.5,-1.082278558
6.5,0.273,-0.90860125,2.0175,14_1,guncontrol,middle,middle,0,-0.352911841,6,4.833333,0.778946843,middle,0.713150239,455,2.2905,middle,middle,TRUE,1,4.5,4.5,middle,0.027153469,middle,-0.494925127,6.5,0.50896343
3.5,0.273,1.485233891,2.0175,14_1,guncontrol,middle,middle,2.05,-0.352911841,4,4.833333,-1.13846077,high,-1.861763899,692,2.2905,low,low,FALSE,4.4,4.5,3.5,low,-0.711420888,high,3.221545605,4.5,-1.082278558
5.5,0.273,-0.90860125,2.0175,14_1,guncontrol,low,low,0,-2.568112322,2,4.833333,-0.659108867,middle,-0.145154473,499,2.2905,middle,middle,TRUE,1,1.5,3,low,-1.080708067,middle,-0.494925127,5,-2.673520545
6,0.273,0.978304096,2.0175,14_1,guncontrol,middle,middle,0.46,-0.352911841,5,4.833333,0.299594939,middle,0.283997883,85,2.2905,middle,middle,FALSE,3.68,4.5,5.5,middle,0.765727826,middle,0.339014647,6,-0.286657564
6,0.273,-0.767787418,2.0175,14_1,guncontrol,middle,middle,-0.07,-0.722111921,5.5,4.833333,0.778946843,middle,0.283997883,59,2.2905,middle,middle,TRUE,1.2,4,3.5,middle,-0.711420888,middle,-0.621829005,6.5,0.111152933
7,0.273,-0.90860125,2.0175,14_1,guncontrol,middle,high,0,0.754688399,5.5,4.833333,0.778946843,middle,1.142302595,555,2.2905,high,middle,TRUE,1,6,7,middle,1.873589362,middle,-0.494925127,6.5,0.111152933
4.5,0.273,0.710757816,2.0175,14_1,guncontrol,middle,middle,0.04,-0.352911841,4.5,4.833333,-1.13846077,middle,-1.003459186,68,2.2905,low,low,FALSE,3.3,4.5,3.5,middle,-0.711420888,middle,-0.422408625,4.5,-0.684468061
6,0.273,-0.90860125,2.0175,14_1,guncontrol,high,middle,0,1.123888479,5,4.833333,-0.179756964,middle,0.283997883,304,2.2905,middle,middle,TRUE,1,6.5,5,middle,0.396440648,middle,-0.494925127,5.5,-0.286657564
6.5,0.273,-0.852275717,2.0175,14_1,guncontrol,middle,middle,0.03,0.016288239,4,4.833333,0.299594939,middle,0.713150239,414,2.2905,middle,middle,TRUE,1.08,5,5.5,low,0.765727826,middle,-0.44053775,6,-1.082278558
6.5,0.273,0.126380414,2.0175,14_1,guncontrol,low,middle,0.59,-1.091312001,3,4.833333,0.778946843,middle,0.713150239,393,2.2905,middle,middle,FALSE,2.47,3.5,4,low,-0.34213371,middle,0.574693279,6.5,-1.877899551
5,0.273,-0.859316408,2.0175,14_1,guncontrol,middle,middle,-0.03,0.385488319,3,4.833333,-0.179756964,middle,-0.57430683,139,2.2905,middle,middle,TRUE,1.07,5.5,4,low,-0.34213371,middle,-0.549312503,5.5,-1.877899551
7,0.273,-0.1130031,2.0175,14_1,guncontrol,middle,high,0.26,0.754688399,7,4.833333,0.778946843,middle,1.142302595,516,2.2905,high,middle,FALSE,2.13,6,6,high,1.135015005,middle,-0.023567863,6.5,1.304584424
6,0.273,1.724617405,2.0175,14_1,guncontrol,high,high,1.33,1.493088559,3.5,4.833333,1.258298746,high,0.283997883,591,2.2905,middle,high,TRUE,4.74,7,6.5,low,1.504302184,high,1.916248567,7,-1.480089055
4,0.273,0.555862601,2.0175,14_1,guncontrol,middle,middle,0,-0.352911841,5.5,4.833333,-0.179756964,middle,-1.432611542,428,2.2905,low,middle,FALSE,3.08,4.5,4.5,middle,0.027153469,middle,-0.494925127,5.5,0.111152933
5,0.273,-0.746665343,2.0175,14_1,guncontrol,middle,middle,0.08,-0.352911841,4.5,4.833333,-1.617812673,middle,-0.57430683,203,2.2905,middle,low,TRUE,1.23,4.5,5,middle,0.396440648,middle,-0.349892123,4,-0.684468061
7,0.273,-0.901560558,2.0175,14_1,guncontrol,high,middle,-0.03,1.493088559,5,4.833333,1.258298746,middle,1.142302595,18,2.2905,high,high,TRUE,1.01,7,4,middle,-0.34213371,middle,-0.549312503,7,-0.286657564
5.5,0.273,1.717576713,2.0175,14_1,guncontrol,middle,middle,-0.27,0.016288239,6.5,4.833333,-1.13846077,high,-0.145154473,321,2.2905,middle,low,TRUE,4.73,5,4,middle,-0.34213371,middle,-0.984411516,4.5,0.906773927
6.5,0.1185,0.943368599,3.2845,14_2,gaymarriage,middle,high,-0.04,0.385488319,5,-3.333333,-0.659108867,middle,0.713150239,148,3.403,middle,middle,TRUE,4.71,5.5,6,middle,1.135015005,middle,-0.169336954,5,-0.286657564
6.5,0.1185,-1.568431496,3.2845,14_2,gaymarriage,middle,middle,0.15,0.754688399,6.5,-3.333333,0.778946843,low,0.713150239,508,3.403,middle,middle,TRUE,1.23,6,4,middle,-0.34213371,middle,0.033653717,6.5,0.906773927
4,0.1185,0.279329493,3.2845,14_2,gaymarriage,middle,middle,0.14,-0.352911841,4,-3.333333,-1.13846077,middle,-1.432611542,258,3.403,low,low,FALSE,3.79,4.5,4.5,low,0.027153469,middle,0.022969997,4.5,-1.082278558
6.5,0.1185,-0.240353285,3.2845,14_2,gaymarriage,middle,middle,0.45,-0.352911841,6,-3.333333,0.778946843,middle,0.713150239,455,3.403,middle,middle,FALSE,3.07,4.5,4.5,middle,0.027153469,middle,0.354165302,6.5,0.50896343
3.5,0.1185,0.654655944,3.2845,14_2,gaymarriage,middle,middle,-0.17,-0.352911841,4,-3.333333,-1.13846077,middle,-1.861763899,692,3.403,low,low,FALSE,4.31,4.5,3.5,low,-0.711420888,middle,-0.308225308,4.5,-1.082278558
5.5,0.1185,1.152685274,3.2845,14_2,gaymarriage,low,low,0,-2.568112322,2,-3.333333,-0.659108867,high,-0.145154473,499,3.403,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,-0.126602076,5,-2.673520545
6,0.1185,0.748487557,3.2845,14_2,gaymarriage,middle,middle,-0.01,-0.352911841,5,-3.333333,0.299594939,middle,0.283997883,85,3.403,middle,middle,FALSE,4.44,4.5,5.5,middle,0.765727826,middle,-0.137285796,6,-0.286657564
6,0.1185,-0.132086039,3.2845,14_2,gaymarriage,middle,middle,0.05,-0.722111921,5.5,-3.333333,0.778946843,middle,0.283997883,59,3.403,middle,middle,FALSE,3.22,4,3.5,middle,-0.711420888,middle,-0.073183479,6.5,0.111152933
7,0.1185,-1.734441273,3.2845,14_2,gaymarriage,middle,high,0,0.754688399,5.5,-3.333333,0.778946843,low,1.142302595,555,3.403,high,middle,TRUE,1,6,7,middle,1.873589362,middle,-0.126602076,6.5,0.111152933
4.5,0.1185,-0.464105592,3.2845,14_2,gaymarriage,middle,middle,-0.53,-0.352911841,4.5,-3.333333,-1.13846077,middle,-1.003459186,68,3.403,low,low,FALSE,2.76,4.5,3.5,middle,-0.711420888,middle,-0.692839211,4.5,-0.684468061
6,0.1185,-1.698352191,3.2845,14_2,gaymarriage,high,middle,0.05,1.123888479,5,-3.333333,-0.179756964,low,0.283997883,304,3.403,middle,middle,TRUE,1.05,6.5,5,middle,0.396440648,middle,-0.073183479,5.5,-0.286657564
6.5,0.1185,-0.37027398,3.2845,14_2,gaymarriage,middle,middle,-1.82,0.016288239,4,-3.333333,0.299594939,middle,0.713150239,414,3.403,middle,middle,FALSE,2.89,5,5.5,low,0.765727826,low,-2.07103903,6,-1.082278558
6.5,0.1185,-0.774471696,3.2845,14_2,gaymarriage,low,middle,0.27,-1.091312001,3,-3.333333,0.778946843,middle,0.713150239,393,3.403,middle,middle,FALSE,2.33,3.5,4,low,-0.34213371,middle,0.161858351,6.5,-1.877899551
5,0.1185,0.892843884,3.2845,14_2,gaymarriage,middle,middle,-0.04,0.385488319,3,-3.333333,-0.179756964,middle,-0.57430683,139,3.403,middle,middle,TRUE,4.64,5.5,4,low,-0.34213371,middle,-0.169336954,5.5,-1.877899551
7,0.1185,0.481428352,3.2845,14_2,gaymarriage,middle,high,0.01,0.754688399,7,-3.333333,0.778946843,middle,1.142302595,516,3.403,high,middle,FALSE,4.07,6,6,high,1.135015005,middle,-0.115918357,6.5,1.304584424
6,0.1185,0.950586415,3.2845,14_2,gaymarriage,high,high,3.72,1.493088559,3.5,-3.333333,1.258298746,middle,0.283997883,591,3.403,middle,high,TRUE,4.72,7,6.5,low,1.504302184,high,3.847741588,7,-1.480089055
4,0.1185,0.979457681,3.2845,14_2,gaymarriage,middle,middle,0.04,-0.352911841,5.5,-3.333333,-0.179756964,middle,-1.432611542,428,3.403,low,middle,TRUE,4.76,4.5,4.5,middle,0.027153469,middle,-0.083867198,5.5,0.111152933
5,0.1185,0.452557086,3.2845,14_2,gaymarriage,middle,middle,0.12,-0.352911841,4.5,-3.333333,-1.617812673,middle,-0.57430683,203,3.403,middle,low,FALSE,4.03,4.5,5,middle,0.396440648,middle,0.001602558,4,-0.684468061
7,0.1185,-1.705570007,3.2845,14_2,gaymarriage,high,middle,-0.02,1.493088559,5,-3.333333,1.258298746,low,1.142302595,18,3.403,high,high,TRUE,1.04,7,4,middle,-0.34213371,middle,-0.147969515,7,-0.286657564
5.5,0.1185,1.152685274,3.2845,14_2,gaymarriage,middle,middle,0,0.016288239,6.5,-3.333333,-1.13846077,high,-0.145154473,321,3.403,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,-0.126602076,4.5,0.906773927
6.5,0.63,0.811208982,3.6795,14_3,climatechange,middle,high,0,0.385488319,5,2.2,-0.659108867,middle,0.713150239,148,4.3095,middle,middle,TRUE,4.81,5.5,6,middle,1.135015005,middle,-0.484050035,5,-0.286657564
6.5,0.63,0.373593747,3.6795,14_3,climatechange,middle,middle,-0.12,0.754688399,6.5,2.2,0.778946843,middle,0.713150239,508,4.3095,middle,middle,TRUE,4.54,6,4,middle,-0.34213371,middle,-0.576250042,6.5,0.906773927
4,0.63,-0.890628043,3.6795,14_3,climatechange,middle,middle,0.17,-0.352911841,4,2.2,-1.13846077,middle,-1.432611542,258,4.3095,low,low,FALSE,3.76,4.5,4.5,low,0.027153469,middle,-0.353433359,4.5,-1.082278558
6.5,0.63,1.119160443,3.6795,14_3,climatechange,middle,middle,0,-0.352911841,6,2.2,0.778946843,high,0.713150239,455,4.3095,middle,middle,TRUE,5,4.5,4.5,middle,0.027153469,middle,-0.484050035,6.5,0.50896343
3.5,0.63,-0.031605545,3.6795,14_3,climatechange,middle,middle,-0.2,-0.352911841,4,2.2,-1.13846077,middle,-1.861763899,692,4.3095,low,low,FALSE,4.29,4.5,3.5,low,-0.711420888,middle,-0.637716713,4.5,-1.082278558
5.5,0.63,1.119160443,3.6795,14_3,climatechange,low,low,0,-2.568112322,2,2.2,-0.659108867,high,-0.145154473,499,4.3095,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,-0.484050035,5,-2.673520545
6,0.63,-0.517844695,3.6795,14_3,climatechange,middle,middle,-0.53,-0.352911841,5,2.2,0.299594939,middle,0.283997883,85,4.3095,middle,middle,FALSE,3.99,4.5,5.5,middle,0.765727826,middle,-0.891266731,6,-0.286657564
6,0.63,-0.76096427,3.6795,14_3,climatechange,middle,middle,-0.36,-0.722111921,5.5,2.2,0.778946843,middle,0.283997883,59,4.3095,middle,middle,FALSE,3.84,4,3.5,middle,-0.711420888,middle,-0.760650055,6.5,0.111152933
7,0.63,1.119160443,3.6795,14_3,climatechange,middle,high,4,0.754688399,5.5,2.2,0.778946843,high,1.142302595,555,4.3095,high,middle,TRUE,5,6,7,middle,1.873589362,high,2.589283521,6.5,0.111152933
4.5,0.63,-1.571362853,3.6795,14_3,climatechange,middle,middle,0.18,-0.352911841,4.5,2.2,-1.13846077,low,-1.003459186,68,4.3095,low,low,FALSE,3.34,4.5,3.5,middle,-0.711420888,middle,-0.345750025,4.5,-0.684468061
6,0.63,1.119160443,3.6795,14_3,climatechange,high,middle,4,1.123888479,5,2.2,-0.179756964,high,0.283997883,304,4.3095,middle,middle,TRUE,5,6.5,5,middle,0.396440648,high,2.589283521,5.5,-0.286657564
6.5,0.63,0.584297378,3.6795,14_3,climatechange,middle,middle,1.78,0.016288239,4,2.2,0.299594939,middle,0.713150239,414,4.3095,middle,middle,TRUE,4.67,5,5.5,low,0.765727826,middle,0.883583397,6,-1.082278558
6.5,0.63,-1.166163561,3.6795,14_3,climatechange,low,middle,1.46,-1.091312001,3,2.2,0.778946843,low,0.713150239,393,4.3095,middle,middle,FALSE,3.59,3.5,4,low,-0.34213371,middle,0.637716713,6.5,-1.877899551
5,0.63,-0.8582121,3.6795,14_3,climatechange,middle,middle,-0.01,0.385488319,3,2.2,-0.179756964,middle,-0.57430683,139,4.3095,middle,middle,FALSE,3.78,5.5,4,low,-0.34213371,middle,-0.491733369,5.5,-1.877899551
7,0.63,1.054328557,3.6795,14_3,climatechange,middle,high,-0.01,0.754688399,7,2.2,0.778946843,high,1.142302595,516,4.3095,high,middle,TRUE,4.96,6,6,high,1.135015005,middle,-0.491733369,6.5,1.304584424
6,0.63,-2.187265776,3.6795,14_3,climatechange,high,high,1.96,1.493088559,3.5,2.2,1.258298746,low,0.283997883,591,4.3095,middle,high,FALSE,2.96,7,6.5,low,1.504302184,high,1.021883407,7,-1.480089055
4,0.63,0.69775318,3.6795,14_3,climatechange,middle,middle,0.05,-0.352911841,5.5,2.2,-0.179756964,middle,-1.432611542,428,4.3095,low,middle,TRUE,4.74,4.5,4.5,middle,0.027153469,middle,-0.445633366,5.5,0.111152933
5,0.63,-0.388180921,3.6795,14_3,climatechange,middle,middle,0.36,-0.352911841,4.5,2.2,-1.617812673,middle,-0.57430683,203,4.3095,middle,low,FALSE,4.07,4.5,5,middle,0.396440648,middle,-0.207450015,4,-0.684468061
7,0.63,-0.534052666,3.6795,14_3,climatechange,high,middle,0,1.493088559,5,2.2,1.258298746,middle,1.142302595,18,4.3095,high,high,FALSE,3.98,7,4,middle,-0.34213371,middle,-0.484050035,7,-0.286657564
5.5,0.63,0.908456812,3.6795,14_3,climatechange,middle,middle,-0.13,0.016288239,6.5,2.2,-1.13846077,middle,-0.145154473,321,4.3095,middle,low,TRUE,4.87,5,4,middle,-0.34213371,middle,-0.583933376,4.5,0.906773927
6.5,-0.1975,0.901297395,3.673,14_4,abortion,middle,high,0.08,0.385488319,5,-4.2,-0.659108867,middle,0.713150239,148,3.4755,middle,middle,TRUE,4.81,5.5,6,middle,1.135015005,middle,0.315410412,5,-0.286657564
6.5,-0.1975,0.725698052,3.673,14_4,abortion,middle,middle,0.06,0.754688399,6.5,-4.2,0.778946843,middle,0.713150239,508,3.4755,middle,middle,TRUE,4.55,6,4,middle,-0.34213371,middle,0.29267813,6.5,0.906773927
4,-0.1975,0.469052859,3.673,14_4,abortion,middle,middle,0.41,-0.352911841,4,-4.2,-1.13846077,middle,-1.432611542,258,3.4755,low,low,FALSE,4.17,4.5,4.5,low,0.027153469,middle,0.690493063,4.5,-1.082278558
6.5,-0.1975,-1.671908356,3.673,14_4,abortion,middle,middle,0,-0.352911841,6,-4.2,0.778946843,low,0.713150239,455,3.4755,middle,middle,TRUE,1,4.5,4.5,middle,0.027153469,middle,0.224481284,6.5,0.50896343
3.5,-0.1975,0.55009871,3.673,14_4,abortion,middle,middle,-0.24,-0.352911841,4,-4.2,-1.13846077,middle,-1.861763899,692,3.4755,low,low,FALSE,4.29,4.5,3.5,low,-0.711420888,middle,-0.048306099,4.5,-1.082278558
5.5,-0.1975,-0.253605974,3.673,14_4,abortion,low,low,0,-2.568112322,2,-4.2,-0.659108867,middle,-0.145154473,499,3.4755,middle,middle,FALSE,3.1,1.5,3,low,-1.080708067,middle,0.224481284,5,-2.673520545
6,-0.1975,0.813497723,3.673,14_4,abortion,middle,middle,0.22,-0.352911841,5,-4.2,0.299594939,middle,0.283997883,85,3.4755,middle,middle,TRUE,4.68,4.5,5.5,middle,0.765727826,middle,0.474536385,6,-0.286657564
6,-0.1975,-0.449466779,3.673,14_4,abortion,middle,middle,0.03,-0.722111921,5.5,-4.2,0.778946843,middle,0.283997883,59,3.4755,middle,middle,FALSE,2.81,4,3.5,middle,-0.711420888,middle,0.258579707,6.5,0.111152933
7,-0.1975,-1.671908356,3.673,14_4,abortion,middle,high,0,0.754688399,5.5,-4.2,0.778946843,low,1.142302595,555,3.4755,high,middle,TRUE,1,6,7,middle,1.873589362,middle,0.224481284,6.5,0.111152933
4.5,-0.1975,-0.523758808,3.673,14_4,abortion,middle,middle,-0.53,-0.352911841,4.5,-4.2,-1.13846077,middle,-1.003459186,68,3.4755,low,low,FALSE,2.7,4.5,3.5,middle,-0.711420888,middle,-0.377924187,4.5,-0.684468061
